"Sweep - Function 1" 
"Frequency vs Frequency"
"X (Hz)","Ch-1 (Hz)"
100,216.266021728516
103.495249706417,113.492172241211
107.112667117937,106.710464477539
110.856522300912,110.504837036133
114.731234571179,125.016036987305
118.741377710697,128.106826782227
122.891685366526,132.640502929687
127.187056638511,126.772666931152
131.632561862269,131.489273071289
136.23344859431,146.173934936523
140.995147806344,140.427642822266
145.923280296108,145.457458496094
151.023663322253,150.450653076172
156.302317471144,166.234924316406
161.765473763678,161.063446044922
167.419581010487,166.867599487305
173.271313424241,182.675354003906
179.327578498007,178.816482543945
185.595525158984,184.935562133789
192.082552207227,200.93408203125
198.796317049329,207.904251098633
205.744744737364,235.835189819336
212.936037323766,212.094375610352
220.378683543182,219.668075561523
228.081468832731,227.891555786133
236.053485702499,235.353210449219
244.304144468503,253.585861206055
252.843184360804,251.993545532227
261.680685019871,260.828948974609
270.827078394779,270.032623291016
280.293161057271,279.360717773437
290.090106946233,298.725616455078
300.229480557617,299.171508789062
310.723250595385,308.769561767578
321.58380409959,330.185974121094
332.823961068267,340.667724609375
344.456989590392,343.311492919922
356.496621507784,365.008453369141
368.957068624422,377.630920410156
381.853039482323,390.276184082031
395.199756723774,393.821868896484
409.012975060424,407.653503417969
423.308999870432,441.407287597656
438.104706445641,446.280364990234
453.417559911483,472.109954833984
469.265635843133,477.041778564453
485.667641602258,502.803497314453
502.642938419524,500.8779296875
520.21156424896,528.041870117187
538.39425742112,546.136596679687
557.212481123,555.260437011719
576.688448733571,593.800354003906
596.845150044874,604.269409179687
617.706378399583,634.724975585938
639.296758777116,636.949035644531
661.641776861408,669.058898925781
684.76780912469,680.5908203125
708.702153962761,705.93896484375
733.473063918517,740.171997070313
759.109779031779,775.862060546875
785.642561354772,792.494506835937
813.102730674014,808.126220703125
841.522701480769,838.490173339844
870.93602123371,890.089050292969
901.377409958964,927.081481933594
932.882801234266,948.571594238281
965.489384605624,981.241516113281
999.235649486542,1005.28985595703
1034.16143059164,1040.00903320312
1070.30795495827,1075.78430175781
1107.71789061171,1134.67346191406
1146.43539693125,1141.84814453125
1186.50617677675,1200.2001953125
1227.97753043717,1223.345703125
1270.89841146464,1294.72485351562
1315.31948446022,1343.18823242187
1361.29318487927,1403.91198730469
1408.87378092724,1402.16455078125
1458.11743761889,1509.95385742187
1509.08228307648,1551.30590820312
1561.8284771453,1642.17883300781
1616.41828240747,1782.58142089844
1672.91613767779,1789.74133300781
1731.38873406858,1906.53979492187
1791.90509371305,1986.21630859375
1854.53665124034,2126.87719726562
1919.35733809821,2152.15356445312
1986.44366982319,2219.16430664062
2055.87483636083,2345.42260742187
2127.73279554304,2346.75244140625
2202.1023698326,2442.99267578125
2279.07134644918,2510.09692382812
2358.73058099499,2589.28100585937
2441.17410470239,2709.9462890625
2526.49923543014,2746.9833984375
2614.80669253914,2738.63916015625
2706.2007157835,2705.21801757812
2800.78918835698,2766.23828125
2898.6837642404,2829.07373046875
2999.99999999997,2883.28662109375

"Sweep - Function 2" 
"Vac vs Frequency"
"X (Hz)","Ch-1 (dBr)"
100,0.219674107246194
103.495249706417,0.257544031175821
107.112667117937,0.321449844834458
110.856522300912,0.249493823518506
114.731234571179,0.303037196464049
118.741377710697,0.257401083542531
122.891685366526,0.215796823500461
127.187056638511,0.240285925190858
131.632561862269,0.293517862988312
136.23344859431,0.25339018428273
140.995147806344,0.316583492117039
145.923280296108,0.261582625694528
151.023663322253,0.297326700945818
156.302317471144,0.282549555726896
161.765473763678,0.387381075616837
167.419581010487,0.278589415016304
173.271313424241,0.334018256675041
179.327578498007,0.284880031227888
185.595525158984,0.41424447382072
192.082552207227,0.26720050874028
198.796317049329,0.265958981487782
205.744744737364,0.187191679851389
212.936037323766,0.186686163729354
220.378683543182,0.291082723762456
228.081468832731,0.348930244424774
236.053485702499,0.252548356691315
244.304144468503,0.238549171351962
252.843184360804,0.326278201498567
261.680685019871,0.185015585844453
270.827078394779,0.187794975207794
280.293161057271,0.163557791805229
290.090106946233,0.183416399195742
300.229480557617,0.157410180116939
310.723250595385,0.0927131902739234
321.58380409959,0.0905820021593509
332.823961068267,0.0549834827458424
344.456989590392,0.0370549113404792
356.496621507784,0.0423385176383343
368.957068624422,0.0574288682929235
381.853039482323,-0.051050373337972
395.199756723774,-0.0556117137302094
409.012975060424,-0.0626303535015874
423.308999870432,-0.0734948052140055
438.104706445641,0.0419922994651955
453.417559911483,0.0659073398441953
469.265635843133,0.0967710423838256
485.667641602258,0.0910395382676406
502.642938419524,0.181963356420232
520.21156424896,0.0579389316880932
538.39425742112,0.0688757270547867
557.212481123,0.0698876690290437
576.688448733571,-0.00193351807284439
596.845150044874,-0.00840103522458842
617.706378399583,0.0392129430633255
639.296758777116,0.0405708381213062
661.641776861408,0.0849385853277066
684.76780912469,0.0744093138751423
708.702153962761,0.025845946328574
733.473063918517,0.0900459143407432
759.109779031779,0.114478265477937
785.642561354772,0.0732859321349565
813.102730674014,0.0907050711718368
841.522701480769,0.0810815515076372
870.93602123371,0.11425463478215
901.377409958964,0.0951479780946049
932.882801234266,0.0908779688632874
965.489384605624,0.131097404576498
999.235649486542,0.101369209330008
1034.16143059164,0.140699479844878
1070.30795495827,0.13655170021405
1107.71789061171,0.0977420195306588
1146.43539693125,0.218068641073963
1186.50617677675,0.0103416654105006
1227.97753043717,0.151788288296661
1270.89841146464,0.12022743734543
1315.31948446022,0.108670283373502
1361.29318487927,0.196831922293476
1408.87378092724,0.132214086047769
1458.11743761889,0.200111552847665
1509.08228307648,0.168797950816442
1561.8284771453,0.0395759805414833
1616.41828240747,0.0177698755144158
1672.91613767779,-0.023538968272135
1731.38873406858,-0.0347820243698554
1791.90509371305,-0.0896848014312249
1854.53665124034,-0.188017972236064
1919.35733809821,-0.301698104281753
1986.44366982319,-0.598658764754949
2055.87483636083,-0.801617309473002
2127.73279554304,-1.11132439554058
2202.1023698326,-1.66360642588
2279.07134644918,-2.4259407153259
2358.73058099499,-3.68446555334908
2441.17410470239,-4.73144118107939
2526.49923543014,-5.88260332352194
2614.80669253914,-7.19615960368527
2706.2007157835,-7.99997744936674
2800.78918835698,-10.0442312582754
2898.6837642404,-11.1729986868117
2999.99999999997,-12.6288913182012

