"Sweep - Function 1" 
"Frequency vs Frequency"
"X (Hz)","Ch-1 (Hz)"
100,283.886840820312
104.761575278966,135.076293945312
109.749876549306,158.918014526367
114.975699539774,156.133163452148
120.450354025878,148.927108764648
126.185688306602,202.744842529297
132.194114846603,151.899856567383
138.488637139387,159.234909057617
145.082877849594,195.959777832031
151.991108295293,191.67658996582
159.228279334109,168.442337036133
166.810053720006,224.66374206543
174.752840000768,214.965866088867
183.073828029537,202.50927734375
191.791026167249,221.053176879883
200.923300256505,237.56282043457
210.490414451202,259.392120361328
220.513073990304,251.218978881836
231.012970008316,299.798309326172
242.012826479438,278.427673339844
253.536449397011,271.784484863281
265.608778294668,332.868988037109
278.255940220712,296.608032226562
291.505306282517,309.338592529297
305.385550883341,362.561462402344
319.926713779738,358.418090820312
335.160265093884,372.991882324219
351.119173421513,388.215393066406
367.837977182863,404.555236816406
385.352859371053,442.469970703125
403.701725859655,430.657257080078
422.92428743895,460.101318359375
443.062145758388,460.381225585937
464.158883361278,471.632507324219
486.260158006535,513.13427734375
509.413801481637,545.986145019531
533.66992312063,569.641296386719
559.081018251222,624.604187011719
585.702081805666,592.580505371094
613.590727341317,668.334289550781
642.807311728431,717.1279296875
673.415065775081,708.703857421875
705.480231071863,711.845764160156
739.072203352577,774.371948242187
774.263682681126,799.582702636719
811.130830789686,836.748962402344
849.753435908643,874.541687011719
890.215085445037,933.815490722656
932.603346883219,956.923461914062
977.009957299224,971.937622070313
1023.53102189902,1085.7080078125
1072.26722201032,1115.30200195312
1123.32403297803,1166.17663574219
1176.811952435,1209.59033203125
1232.84673944206,1245.77392578125
1291.54966501488,1323.611328125
1353.0477745798,1366.02136230469
1417.4741629268,1419.47094726563
1484.96826225446,1487.52587890625
1555.67614393047,1577.29711914062
1629.75083462064,1631.22802734375
1707.35264747069,1736.53894042969
1788.64952905743,1828.36401367187
1873.81742286038,1903.47009277344
1963.04065004027,1972.88061523437
2056.51230834865,2065.20947265625
2154.43469003188,2143.3408203125
2257.01971963392,2293.0439453125
2364.4894126454,2410.91943359375
2477.07635599171,2512.6259765625
2595.02421139973,2630.68823242187
2718.58824273294,2744.06909179687
2848.0358684358,2844.11889648437
2983.64724028333,3016.62841796875
3125.71584968823,3111.22778320312
3274.54916287772,3335.70239257812
3430.46928631491,3538.85546875
3593.81366380462,3613.42797851562
3764.93580679246,3785.77099609375
3944.20605943765,3954.14721679687
4132.01240011533,4153.05908203125
4328.76128108305,4346.9453125
4534.87850812857,4570.85595703125
4750.81016210279,4727.14990234375
4977.0235643321,4961.38232421875
5214.00828799967,5225.11328125
5462.27721768433,5461.93896484375
5722.3676593502,5720.20849609375
5994.8425031894,5995.18359375
6280.29144183424,6260.09765625
6579.33224657566,6592.4658203125
6892.61210434968,6870.04833984375
7220.80901838545,7241.76416015625
7564.63327554627,7532.904296875
7924.82898353915,7915.865234375
8302.17568131972,8269.43359375
8697.49002617781,8669.42578125
9111.62756115487,9068.3974609375
9545.48456661832,9519.3671875
9999.99999999997,9952.638671875

"Sweep - Function 2" 
"Vac vs Frequency"
"X (Hz)","Ch-1 (dBr)"
100,0.092759235680553
104.761575278966,0.123982140566843
109.749876549306,0.132365120096822
114.975699539774,0.145814649122328
120.450354025878,0.108461572651292
126.185688306602,0.114652196483011
132.194114846603,0.135759312063545
138.488637139387,0.147166483685493
145.082877849594,0.139725785534121
151.991108295293,0.137562547365713
159.228279334109,0.142855182497502
166.810053720006,0.138268418410991
174.752840000768,0.12876212945946
183.073828029537,0.144954076574909
191.791026167249,0.139788849998047
200.923300256505,0.112936075482437
210.490414451202,0.130548028770873
220.513073990304,0.154801673074571
231.012970008316,0.112962433568388
242.012826479438,0.123493993053154
253.536449397011,0.128057740756269
265.608778294668,0.112501532079371
278.255940220712,0.13133112300853
291.505306282517,0.137429626931834
305.385550883341,0.119912904458267
319.926713779738,0.122124175335008
335.160265093884,0.115585039711842
351.119173421513,0.102892343349578
367.837977182863,0.122373933053906
385.352859371053,0.112233414732937
403.701725859655,0.111867376004764
422.92428743895,0.109766497417675
443.062145758388,0.0995840881082905
464.158883361278,0.107179059498275
486.260158006535,0.105524774938475
509.413801481637,0.0881127032090137
533.66992312063,0.0980286897753296
559.081018251222,0.0877161907215106
585.702081805666,0.0952196679496684
613.590727341317,0.0814163893740237
642.807311728431,0.0530629252334435
673.415065775081,0.0674934826814973
705.480231071863,0.0784318712293058
739.072203352577,0.0567937103371268
774.263682681126,0.0505601799650894
811.130830789686,0.0343864448108289
849.753435908643,0.0179107307523156
890.215085445037,0.0246424699884396
932.603346883219,0.00994844528537324
977.009957299224,0.0144861591523983
1023.53102189902,-0.0174332310037132
1072.26722201032,-0.0260371030998487
1123.32403297803,-0.0564909413878089
1176.811952435,-0.0663912730321405
1232.84673944206,-0.0675145611106234
1291.54966501488,-0.0904325712919311
1353.0477745798,-0.105097238332305
1417.4741629268,-0.136158623547647
1484.96826225446,-0.15256767022416
1555.67614393047,-0.192204869061445
1629.75083462064,-0.211165117367739
1707.35264747069,-0.249591823640269
1788.64952905743,-0.294171933668347
1873.81742286038,-0.33205286133182
1963.04065004027,-0.360653687449104
2056.51230834865,-0.418348381145801
2154.43469003188,-0.448230545730085
2257.01971963392,-0.527526165506329
2364.4894126454,-0.597706564383388
2477.07635599171,-0.621670794931164
2595.02421139973,-0.719881000384127
2718.58824273294,-0.784789007368037
2848.0358684358,-0.848623374315592
2983.64724028333,-0.928937417568998
3125.71584968823,-1.03579028926567
3274.54916287772,-1.17202616018539
3430.46928631491,-1.25383338676098
3593.81366380462,-1.38694008159141
3764.93580679246,-1.50905660545369
3944.20605943765,-1.64383217726384
4132.01240011533,-1.81414854764453
4328.76128108305,-1.96894215760064
4534.87850812857,-2.12772384797829
4750.81016210279,-2.31895390552063
4977.0235643321,-2.53085189852226
5214.00828799967,-2.73688320588138
5462.27721768433,-2.96642734377083
5722.3676593502,-3.22370558176084
5994.8425031894,-3.4736924048545
6280.29144183424,-3.75029233874167
6579.33224657566,-4.07460905340415
6892.61210434968,-4.4055211083023
7220.80901838545,-4.70016812361
7564.63327554627,-5.07171463825133
7924.82898353915,-5.44704457506158
8302.17568131972,-5.85312947977617
8697.49002617781,-6.24141604054994
9111.62756115487,-6.69920765379724
9545.48456661832,-7.16390294510202
9999.99999999997,-7.69539120764415

